BASMID,ALLGRADEX,EDCPUB,SCCHOICE,SPUBCHOIX,SCONSIDR,SCHLHRSWK,EINTNET,MOSTIMPT,INTNUM,SEENJOY,SEGRADES,SEABSNT,SEGRADEQ,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,HDHEALTH,CDOBMM,CDOBYY,CSEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1MTHSWRK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,CHLDNT,SEFUTUREX,DSBLTY,HHPARN19X,HHPARN19_BRD,NUMSIBSX,PARGRADEX,RACEETH,INTACC,CENREG,ZIPLOCL
20191184833,4,1,1,3,2,2,4,-1,-1,3,3,2,4,1,2,1,2,1,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,1,4,2,1,1,2,1,1,1,1,7,2,2,3,10,2011,1,2,3,5,5,2,1,6,-1,0,29,1,1,1,1,2,1,4,1,0,2,1,3,3,43
20191184835,2,1,1,1,2,4,4,-1,-1,2,5,1,2,1,2,1,2,1,2,2,2,3,1,1,2,1,1,2,2,6,-1,-1,-1,-1,-1,-1,2,1,2,2,2,2,2,5,2,1,1,3,2013,2,2,3,1,1,2,3,1,40,12,33,2,7,1,1,5,2,2,2,1,5,5,1,2,13
20191184849,12,1,2,3,1,4,4,-1,-1,2,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,2,15,1,1,1,2,5,2,2,2,2,2,2,2,5,2,2,1,9,2004,1,2,5,2,1,1,1,1,56,12,51,1,5,1,1,5,2,1,1,2,2,4,1,2,12
20191184858,6,1,1,3,1,4,4,-1,-1,3,2,1,3,2,2,1,2,1,1,2,2,1,2,1,3,4,3,2,2,4,15,2,2,1,4,1,2,2,2,1,1,1,1,4,1,2,3,4,2010,1,4,5,1,1,2,5,1,10,12,34,2,1,2,2,5,2,2,2,1,1,3,1,2,21
20191184873,14,1,1,2,1,4,4,-1,-1,1,1,1,1,1,2,2,2,2,2,2,1,3,1,1,1,1,1,2,2,3,7,1,1,1,1,5,1,2,2,1,2,1,1,4,2,2,1,2,2002,1,2,3,2,1,1,3,1,42,12,43,2,9,3,1,5,1,3,2,0,4,1,1,1,41
20191184879,15,1,1,2,1,4,4,-1,-1,2,2,1,3,1,1,1,2,2,2,2,1,8,1,1,1,1,1,1,1,3,10,1,1,2,2,5,2,2,2,2,2,2,2,6,2,2,1,5,2001,1,2,5,2,2,1,1,1,40,12,45,1,9,1,1,5,2,1,1,2,4,2,1,2,21
20191184903,15,1,2,2,2,4,4,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,4,1,1,1,3,5,2,2,2,2,2,1,2,4,2,2,2,10,2000,1,6,4,2,1,1,5,1,40,12,49,1,8,2,2,2,2,1,1,1,1,4,1,1,12
20191184911,11,2,1,3,1,4,4,-1,-1,2,2,1,3,1,1,1,2,1,1,1,1,10,1,1,1,1,1,1,1,4,6,1,1,1,3,2,1,2,2,1,1,1,1,5,1,2,1,7,2004,1,2,4,1,1,2,1,1,50,12,47,1,7,1,1,5,1,1,1,1,5,1,1,4,13
20191184914,8,1,1,1,2,4,4,-1,-1,2,1,1,1,2,2,1,2,1,2,2,2,3,1,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,1,7,2,2,2,3,2008,1,2,5,1,1,2,1,1,40,12,41,1,8,1,1,5,2,1,1,2,5,1,1,3,42
20191184940,13,1,1,1,2,4,4,-1,-1,2,2,1,3,1,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,3,5,1,1,1,3,2,1,1,1,1,2,1,1,7,2,1,2,8,2012,1,2,5,5,1,1,5,1,35,12,46,2,7,1,2,4,1,3,2,0,4,5,2,2,11
20191184974,12,1,2,2,1,4,4,-1,-1,2,2,1,2,1,2,2,2,2,1,2,2,6,2,2,2,2,2,2,2,3,5,1,1,1,4,1,1,2,2,1,2,1,1,3,2,2,2,11,2003,1,2,3,1,1,2,3,1,55,12,39,2,4,1,2,6,2,2,2,1,4,1,1,1,33
20191184998,6,1,2,3,2,4,4,-1,-1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,3,2,1,1,2,3,2,1,1,1,2,2,2,2,3,2,2,2,12,2009,1,2,3,7,1,2,3,1,40,12,52,2,9,1,2,4,2,2,2,0,3,1,1,1,41
20191185015,4,2,1,3,1,4,4,-1,-1,1,1,1,1,1,1,1,2,1,1,2,2,30,2,1,1,1,1,1,1,3,1,1,1,1,4,2,2,2,1,2,1,2,2,7,2,2,1,3,2012,2,2,3,1,1,2,1,5,-1,0,43,1,9,1,3,5,2,1,1,0,4,1,1,3,21
20191185019,9,1,1,1,2,4,4,-1,-1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,3,5,1,2,1,4,1,2,2,2,2,2,1,1,0,2,2,4,10,2005,2,2,3,2,1,1,1,1,36,12,47,1,8,1,1,6,2,1,1,0,4,4,1,4,31
20191185026,6,1,1,1,1,4,4,-1,-1,3,5,1,3,1,1,1,1,1,1,2,2,6,1,1,2,2,2,3,2,1,2,3,1,1,4,1,1,1,1,1,1,1,1,7,2,1,2,2,2010,2,2,3,5,1,2,3,1,50,12,35,2,10,1,1,5,1,2,2,0,4,1,1,4,23
20191185030,9,1,1,1,1,4,4,-1,-1,2,3,1,4,2,2,1,2,2,1,2,2,1,2,1,3,3,4,2,4,1,0,3,1,1,3,1,1,2,2,1,1,1,2,3,1,2,2,12,2006,1,2,3,1,1,2,1,1,43,12,49,1,8,1,2,3,1,1,1,0,3,1,1,2,42
20191185039,8,2,1,2,1,2,4,-1,-1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,4,14,1,1,1,4,4,1,1,2,1,1,1,2,7,2,1,2,9,2008,2,2,4,2,1,1,1,2,50,10,50,1,12,1,1,6,2,1,1,1,5,4,1,4,41
20191185047,7,1,2,3,1,4,4,-1,-1,1,1,1,1,2,2,1,1,1,2,2,2,3,1,1,2,2,2,2,2,3,4,1,1,1,1,1,1,2,1,1,1,2,2,0,2,2,2,12,2008,1,2,2,2,1,1,5,1,45,12,46,2,5,2,3,5,2,3,2,0,3,5,1,2,12
20191185065,4,1,1,2,2,4,4,-1,-1,1,5,1,1,1,1,1,2,1,1,2,2,10,1,1,1,1,1,2,1,3,1,1,3,1,4,2,2,1,1,2,2,2,2,5,1,1,1,5,2012,1,2,5,1,1,2,1,2,40,12,41,1,9,1,2,5,2,1,1,2,5,1,1,1,31
20191185088,15,1,2,2,2,4,4,-1,-1,3,2,1,3,1,2,1,2,2,1,2,2,5,1,1,2,2,2,2,3,4,6,2,2,1,3,1,2,2,2,2,2,1,1,2,2,2,2,5,2001,2,2,3,1,1,2,1,1,35,12,58,1,9,1,1,4,2,1,1,0,3,1,1,1,21
20191185131,9,1,1,1,2,4,4,-1,-1,2,2,1,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,4,1,1,1,4,3,1,1,1,1,1,1,1,5,2,1,2,1,2007,1,2,3,2,1,1,1,1,45,12,53,1,8,2,1,5,1,1,1,0,4,1,1,4,21
20191185151,4,1,1,3,2,2,4,-1,-1,2,5,1,3,1,1,1,1,1,1,2,2,10,1,1,1,2,1,2,2,4,2,1,1,1,4,4,1,1,1,2,1,2,2,7,2,2,1,2,2012,2,2,6,1,1,2,1,5,-1,0,30,1,4,1,1,4,2,1,1,2,3,3,1,3,13
20191185178,10,1,1,3,1,4,4,-1,-1,1,1,1,1,1,2,1,2,2,2,2,1,3,2,1,1,1,1,1,1,4,1,1,1,1,3,2,2,2,2,1,1,1,1,4,2,1,1,9,2005,1,3,3,1,1,2,2,1,60,12,39,2,1,2,1,6,2,2,2,1,3,3,1,2,21
20191185183,9,1,2,2,2,4,4,-1,-1,2,2,1,3,1,1,1,2,1,1,2,1,15,1,1,2,2,1,3,3,3,5,1,2,1,4,3,1,1,2,1,1,1,2,5,1,2,1,5,2007,2,2,5,1,1,2,1,1,45,12,36,1,8,1,1,5,1,1,1,2,5,1,1,2,11
20191185186,14,1,1,3,1,4,4,-1,-1,3,2,2,3,1,2,1,1,1,1,2,2,8,1,1,3,2,2,2,3,4,12,1,2,2,3,2,2,2,2,2,1,1,2,4,1,1,2,3,2002,2,2,5,2,1,1,1,1,48,12,48,1,10,1,1,6,2,1,1,2,5,1,1,1,21
20191185194,10,1,2,2,2,4,4,-1,-1,3,1,1,2,1,2,1,2,2,2,2,2,9,1,1,2,1,2,3,2,3,5,1,2,2,2,1,2,2,1,2,2,2,2,7,2,2,2,9,2007,2,4,4,1,1,2,3,1,40,12,46,2,5,2,4,6,2,2,2,0,3,3,1,1,21
20191185218,13,1,1,1,2,4,4,-1,-1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,3,4,1,1,1,3,1,1,1,2,2,2,1,2,4,2,2,1,11,2002,2,2,4,1,1,2,1,1,35,12,45,1,4,1,1,4,2,1,1,1,3,1,1,3,32
20191185230,12,1,1,1,1,4,4,-1,-1,1,2,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,4,12,2,2,1,3,2,2,2,2,1,1,1,1,7,1,1,1,7,2004,1,2,4,1,1,2,1,2,15,12,48,1,9,1,1,5,1,1,1,1,4,1,1,2,21
20191185240,7,1,2,2,2,4,4,-1,-1,1,1,1,1,1,1,1,2,1,1,2,2,5,2,1,1,1,1,1,1,2,2,1,1,2,4,2,1,2,1,1,1,1,2,2,1,1,1,7,2009,1,2,4,1,1,2,1,1,40,12,39,1,9,1,1,5,2,1,1,1,5,1,1,2,23
20191185247,12,1,1,1,1,3,4,-1,-1,2,2,1,3,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,1,3,6,2,2,1,4,3,2,2,2,1,2,1,1,7,2,2,2,6,2004,1,2,4,2,1,2,3,1,60,12,50,2,10,1,1,3,2,2,2,1,2,1,1,1,21
20191185248,10,1,2,3,2,4,4,-1,-1,2,2,2,3,2,2,1,2,1,2,2,2,3,1,1,2,1,2,2,2,3,5,1,1,1,4,4,2,2,2,2,1,1,1,6,2,2,2,10,2005,1,2,3,1,1,2,1,7,-1,0,42,2,3,2,2,2,1,2,2,0,3,2,3,2,21
20191185249,8,1,2,2,1,4,4,-1,-1,2,2,1,3,2,2,1,2,1,1,2,2,5,1,1,2,2,2,2,2,3,5,2,2,2,4,5,1,1,1,1,1,1,1,5,1,1,2,3,2008,2,2,3,1,1,2,3,1,40,12,33,2,4,2,2,4,2,2,2,1,3,2,1,2,21
20191185257,8,1,2,1,1,4,4,-1,-1,2,1,1,1,1,1,1,1,1,1,1,2,12,1,2,1,1,1,1,1,2,2,1,2,1,4,1,1,1,2,1,2,1,1,7,2,1,1,11,2007,2,2,4,1,1,2,1,2,25,12,41,1,8,1,2,6,2,1,1,1,5,1,1,2,21
20191185260,12,1,1,1,1,4,4,-1,-1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,3,1,1,2,5,2,2,2,2,2,2,2,4,1,2,2,9,2003,2,2,2,1,1,2,3,1,50,12,50,2,9,1,2,5,2,2,2,0,4,1,1,3,11
20191185266,9,1,2,2,1,2,4,-1,-1,2,1,1,3,1,2,1,2,2,1,1,1,1,1,1,4,2,3,2,2,2,4,3,3,1,4,2,2,2,2,1,1,1,1,4,2,1,3,1,2007,2,2,7,1,1,2,5,5,-1,11,40,2,3,2,2,6,1,2,2,5,3,2,3,2,22
20191185303,14,1,1,1,1,4,4,-1,-1,3,3,1,3,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,3,2,3,1,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,7,2001,1,2,2,2,1,1,3,1,40,12,51,2,8,1,2,3,1,3,2,0,4,1,1,3,42
20191185305,12,1,1,1,2,4,4,-1,-1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,1,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,12,2006,1,2,5,1,1,2,2,1,50,12,36,2,6,1,1,5,2,2,2,1,3,4,1,2,11
20191185320,6,1,2,2,1,4,4,-1,-1,2,5,1,2,1,2,1,2,1,2,2,2,3,2,1,2,2,2,2,1,3,5,3,1,1,4,3,1,2,1,2,1,1,1,6,2,2,2,11,2009,2,2,2,1,1,2,5,1,45,12,43,2,5,1,2,6,2,2,2,0,4,2,1,2,11
20191185322,15,1,1,3,2,4,4,-1,-1,2,1,1,1,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,4,10,1,2,1,3,1,2,2,2,2,2,2,2,7,2,2,1,3,2001,1,2,3,2,1,1,5,1,40,12,38,2,4,2,1,6,2,3,2,1,2,3,1,4,13
20191185338,2,1,1,3,1,4,4,-1,-1,1,5,1,1,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,4,3,1,1,1,4,4,1,1,1,1,1,1,2,7,1,2,1,1,2013,2,2,3,1,1,2,1,1,36,12,33,1,4,2,2,6,2,1,1,0,3,5,1,4,13
20191185359,8,1,1,3,1,4,4,-1,-1,2,1,2,3,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,3,3,1,1,2,1,4,3,1,2,1,2,2,1,2,7,2,2,1,9,2008,1,2,3,1,1,2,5,7,-1,0,39,2,1,2,5,2,2,2,2,1,2,1,3,1,32
20191185369,10,1,1,2,2,4,4,-1,-1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,4,10,2,2,1,4,1,2,2,2,2,1,1,2,3,2,2,1,3,2006,2,2,3,1,1,2,4,1,40,12,52,2,9,2,1,6,2,2,2,1,3,3,1,1,21
20191185386,4,1,2,2,1,4,4,-1,-1,2,2,1,3,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,4,3,1,1,1,4,2,1,1,1,1,1,1,1,7,1,1,1,4,2012,1,5,8,2,1,1,1,1,40,12,44,1,6,2,2,6,2,1,1,5,4,2,1,2,11
20191185390,11,1,2,3,1,3,4,-1,-1,3,1,2,2,1,1,1,1,2,2,1,1,10,1,1,3,2,4,4,2,2,1,3,3,1,4,2,1,1,1,1,1,1,1,7,1,2,2,8,2005,2,4,7,5,1,2,1,1,37,12,38,1,6,3,2,6,2,1,1,2,2,3,1,2,42
20191185433,11,1,1,2,2,4,4,-1,-1,1,1,1,1,2,2,1,2,1,1,2,1,4,1,1,1,1,1,1,1,3,4,1,1,1,2,1,2,1,1,2,1,1,1,7,2,2,1,3,2005,1,2,4,1,1,2,1,1,40,12,46,1,7,1,1,5,2,1,1,1,3,4,1,2,11
20191185434,8,1,2,2,2,4,4,-1,-1,4,2,1,3,1,1,1,2,1,2,2,2,6,1,1,1,1,1,1,1,3,7,1,1,1,4,3,2,2,1,2,2,1,1,7,1,2,1,8,2007,2,2,3,1,1,2,1,1,15,12,37,1,7,1,2,4,2,1,1,0,3,3,1,1,21
20191185437,4,1,1,1,2,4,4,-1,-1,1,5,1,1,1,1,1,2,1,1,2,1,20,1,1,1,1,1,1,1,2,2,3,1,2,4,2,1,1,2,1,1,2,1,2,2,1,2,11,2011,2,2,6,2,1,1,1,7,-1,0,46,1,4,1,2,6,1,1,1,1,3,1,1,3,13
20191185440,9,1,1,2,2,4,4,-1,-1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,4,5,1,1,1,4,4,1,1,1,1,1,1,1,7,1,1,1,2,2007,2,4,6,1,1,2,1,3,-1,0,33,1,2,2,1,6,2,1,1,0,2,3,1,4,11
20191185453,10,1,1,1,2,4,4,-1,-1,2,1,1,1,1,2,1,2,2,1,2,2,7,1,1,1,2,1,1,1,4,10,2,2,1,2,3,2,2,2,2,2,1,1,7,1,1,1,11,2005,2,2,4,1,1,2,1,1,35,12,42,1,10,1,1,6,2,1,1,1,5,3,1,4,23
20191185459,2,1,1,1,2,4,4,-1,-1,1,5,1,2,1,2,1,1,1,1,2,1,4,1,1,1,1,1,1,1,3,2,1,1,1,4,3,1,1,1,2,1,1,2,7,1,2,3,6,2012,1,2,3,1,1,2,4,1,40,12,33,2,6,2,2,4,1,2,2,0,3,1,3,4,11
20191185462,7,1,2,1,1,4,4,-1,-1,2,5,2,3,1,2,1,2,1,2,2,2,4,1,1,2,2,2,2,2,3,6,1,1,1,4,3,1,2,2,2,1,2,1,4,2,2,2,8,2009,1,2,3,1,1,2,1,1,55,11,49,1,9,2,1,6,2,1,1,0,4,3,1,2,21
20191185468,9,1,1,1,2,4,4,-1,-1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,4,5,1,2,2,2,1,2,1,2,2,2,1,2,6,2,2,2,3,2007,2,2,2,1,1,2,4,1,45,12,51,2,7,2,2,6,2,2,2,0,2,1,1,2,22
20191185473,5,1,1,3,2,4,4,-1,-1,2,5,1,3,1,1,1,2,1,2,2,2,4,1,1,1,1,1,1,1,3,2,1,1,1,4,3,1,1,1,1,1,2,2,5,1,2,1,2,2011,1,2,4,1,1,2,1,1,40,10,30,1,7,1,2,4,1,1,1,1,3,1,1,3,43
20191185515,6,1,1,1,1,4,4,-1,-1,2,5,1,3,1,1,1,1,1,1,2,2,15,1,1,2,2,2,1,2,4,2,1,1,1,4,2,1,1,1,1,1,2,2,7,2,1,1,9,2009,1,2,4,1,1,2,1,1,40,5,42,1,12,1,2,5,2,1,1,1,5,1,1,2,11
20191185525,13,1,2,2,2,4,4,-1,-1,2,3,1,3,1,2,1,2,1,2,2,1,5,1,1,2,2,2,2,2,2,5,3,2,1,4,2,1,2,2,2,2,2,2,2,1,2,2,2,2003,2,2,3,2,1,1,5,1,40,12,40,2,5,2,2,5,2,3,2,0,3,5,1,3,21
20191185534,7,1,1,3,2,2,4,-1,-1,1,1,1,3,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,7,1,1,1,2,2009,1,2,7,1,2,2,1,1,40,12,44,1,8,1,1,2,1,1,1,4,3,1,1,1,42
20191185542,8,1,2,2,2,4,4,-1,-1,2,2,2,2,1,2,1,2,2,1,2,2,4,1,1,2,1,2,3,4,3,3,1,1,1,3,2,2,2,1,1,1,1,2,2,2,2,2,10,2007,2,2,3,5,1,2,3,1,50,2,46,1,4,1,2,4,2,2,1,0,3,1,1,2,32
20191185563,10,1,1,2,1,4,4,-1,-1,2,2,1,3,2,2,1,2,2,1,2,2,4,1,1,1,2,1,1,1,3,6,1,2,1,3,1,1,2,2,2,2,1,1,5,2,2,1,3,2006,2,2,5,1,1,2,1,1,50,12,45,1,10,1,2,6,1,1,1,2,5,1,1,2,41
20191185570,12,1,2,2,2,4,4,-1,-1,2,3,2,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,3,2,1,1,2,2,3,1,1,2,2,2,2,2,1,0,2,2,2,10,2003,1,2,4,1,2,2,3,7,-1,0,55,2,3,1,2,2,1,2,2,1,3,1,1,2,31
20191185573,9,1,2,2,2,4,4,-1,-1,1,1,1,2,1,2,1,2,1,2,2,2,5,2,2,2,2,2,2,3,3,7,2,2,1,3,1,2,1,1,1,1,1,2,5,2,1,1,1,2007,2,2,6,2,1,1,1,1,50,12,35,1,8,1,1,6,1,1,1,3,3,1,1,2,21
20191185597,10,1,2,2,1,4,4,-1,-1,4,4,2,4,1,1,1,1,1,1,1,1,20,1,1,4,4,3,4,4,2,5,2,2,2,4,3,2,1,1,2,1,1,2,5,1,2,1,12,2005,2,2,4,1,5,2,5,1,40,12,39,2,4,2,1,3,2,4,2,1,3,1,1,3,43
20191185609,12,1,1,1,1,4,4,-1,-1,1,1,1,1,1,2,1,2,1,2,2,2,20,1,1,2,2,3,2,3,4,10,3,1,1,1,1,2,2,2,1,1,1,2,7,1,2,1,3,2004,1,2,5,2,1,1,1,1,45,12,40,1,9,1,1,6,2,1,1,2,5,1,1,3,31
20191185611,4,1,1,1,2,4,4,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,1,4,4,4,4,4,4,5,1,1,1,4,3,1,1,1,1,1,1,1,2,2,2,1,3,2012,1,2,5,2,1,1,1,2,50,12,44,1,10,2,2,6,2,1,1,2,1,3,1,4,11
20191185638,15,1,1,1,2,4,4,-1,-1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,4,14,1,1,1,3,1,1,2,2,2,2,1,1,3,1,1,2,4,2001,1,2,5,1,1,2,1,1,40,12,44,1,10,1,2,6,2,1,1,1,4,1,1,1,22
20191185648,12,2,1,1,1,4,4,-1,-1,1,2,1,2,1,1,1,1,1,1,2,1,20,1,1,1,1,1,1,1,4,5,1,1,1,3,5,2,2,2,2,2,1,2,3,2,2,1,12,2003,1,2,5,1,1,2,1,5,-1,0,57,1,10,1,1,5,2,1,1,2,4,5,1,2,21
20191185666,8,2,1,2,2,4,4,-1,-1,1,1,1,1,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,3,10,1,1,1,4,2,1,1,1,1,1,1,2,7,1,1,1,6,2008,1,2,3,1,1,2,1,1,40,12,51,1,10,1,1,6,2,1,1,0,5,1,1,4,11
20191185676,11,1,2,2,2,4,4,-1,-1,2,1,1,2,2,2,1,2,1,2,2,2,3,1,2,3,3,4,2,4,2,2,1,1,1,4,1,1,1,1,1,1,2,1,4,2,2,3,10,2006,1,2,7,5,1,2,3,5,-1,0,28,1,10,1,2,6,2,2,1,1,4,3,1,4,11
20191185685,12,1,1,2,1,2,4,-1,-1,3,5,1,4,1,2,1,1,1,2,2,1,30,1,1,2,2,2,2,1,2,4,1,2,1,3,2,1,2,2,1,2,1,1,4,1,2,2,8,2003,1,2,4,1,2,2,1,3,-1,0,65,1,7,1,4,3,1,1,1,1,3,5,1,4,22
20191185687,11,1,2,3,2,4,4,-1,-1,2,1,2,2,1,2,1,2,2,2,2,2,5,1,1,3,2,2,2,3,2,5,3,3,1,4,2,1,1,2,1,2,1,2,7,2,1,3,3,2005,2,4,3,2,1,1,1,7,-1,0,49,1,7,1,1,6,2,1,1,0,4,3,1,2,13
20191185694,2,1,1,2,1,4,4,-1,-1,2,2,1,3,1,1,1,2,1,1,2,2,9,1,1,1,1,1,1,1,3,6,1,1,1,4,3,1,1,1,1,1,2,2,3,1,2,1,11,2012,1,2,3,2,1,1,1,1,50,12,43,1,9,1,2,5,2,1,1,0,4,3,1,4,21
20191185717,9,1,1,1,1,4,4,-1,-1,2,1,1,3,1,2,1,1,1,1,2,1,5,1,1,1,1,2,2,2,1,1,3,1,1,4,1,1,2,2,1,1,1,1,7,2,2,1,2,2006,1,2,4,1,3,2,1,1,40,12,49,1,8,1,2,2,2,1,1,1,4,1,3,2,42
20191185734,4,1,2,2,2,4,4,-1,-1,2,2,2,2,1,2,1,1,1,2,2,1,5,1,1,1,1,1,1,1,1,0,1,1,3,3,5,1,2,2,1,1,1,2,4,2,2,3,2,2012,1,2,5,1,1,2,1,1,40,12,38,1,8,1,2,5,1,1,1,2,4,1,1,2,42
20191185736,9,1,1,1,1,4,4,-1,-1,2,2,1,2,1,1,1,2,1,1,2,2,5,1,1,2,2,3,3,2,3,4,1,2,1,3,1,2,1,2,2,2,2,1,3,2,2,1,10,2006,2,2,5,2,1,1,1,1,40,12,55,1,8,1,1,6,2,1,1,2,4,1,1,3,13
20191185737,9,1,2,2,1,4,4,-1,-1,1,1,2,1,1,1,1,1,1,1,1,2,12,1,1,1,1,1,2,2,3,3,1,1,1,4,3,1,2,2,1,1,1,1,7,1,1,1,7,2007,1,2,4,2,1,1,1,1,40,12,47,1,9,1,2,6,2,1,1,1,4,1,1,3,21
20191185757,15,1,1,3,2,3,4,-1,-1,3,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,3,3,1,1,1,3,2,2,2,2,1,1,1,2,0,2,2,1,7,2001,2,2,3,1,1,2,1,1,40,12,51,1,4,1,2,6,2,1,1,0,2,1,1,2,42
20191185760,15,1,1,2,1,4,4,-1,-1,2,2,1,3,1,1,1,1,1,1,2,1,8,1,1,1,1,1,1,1,4,10,1,1,1,3,1,1,2,1,2,1,1,1,5,2,2,1,5,2001,1,2,3,1,1,2,1,2,5,12,48,1,10,1,1,6,1,1,1,0,3,1,1,2,21
20191185761,14,1,2,2,1,4,4,-1,-1,1,2,2,1,2,2,1,2,2,2,2,1,4,2,2,4,2,4,4,4,4,10,3,1,1,4,5,1,1,1,1,2,1,1,7,2,2,1,4,2002,1,2,5,1,1,2,5,1,45,12,35,2,4,2,1,5,2,2,2,2,1,2,1,2,21
20191185788,15,1,2,3,2,4,4,-1,-1,2,1,1,1,2,2,2,2,2,2,2,2,0,2,1,2,3,2,2,2,4,5,2,2,1,1,5,2,2,2,2,2,2,2,0,2,2,2,6,2001,1,2,3,1,1,2,3,1,40,12,48,2,2,1,1,6,2,2,2,0,1,4,1,1,21
20191185821,14,1,1,3,2,4,4,-1,-1,3,2,3,3,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,3,2,1,3,1,2,3,1,1,2,2,2,2,2,1,3,2,1,2,10,2001,2,2,4,1,1,2,1,1,40,12,35,1,4,1,2,4,2,1,1,1,3,3,1,3,11
20191185844,15,1,2,2,2,4,3,-1,3,2,1,1,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,4,10,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,12,2000,1,6,3,9,1,1,1,2,50,12,47,1,11,1,1,5,2,1,1,0,1,4,1,2,22
20191185861,5,1,2,2,1,2,4,-1,-1,1,1,1,1,1,1,1,1,1,2,2,1,6,1,1,2,3,2,2,3,3,8,1,2,1,4,3,1,1,1,2,1,2,2,2,2,2,2,7,2011,2,2,4,1,1,2,5,1,40,12,32,1,5,3,2,5,2,1,1,1,3,5,1,2,11
20191185872,12,1,1,1,2,3,4,-1,-1,2,3,1,3,1,1,1,1,1,1,2,2,8,2,1,2,2,2,2,1,3,30,2,1,1,4,4,1,2,1,1,1,1,2,7,2,1,1,1,2004,2,4,2,1,1,2,2,1,30,12,40,2,2,1,2,5,2,2,2,0,5,3,1,4,21
20191185887,15,1,1,1,1,4,4,-1,-1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,3,7,1,1,1,3,5,1,2,2,2,2,2,1,2,2,2,1,10,2000,1,2,4,1,1,2,1,1,30,12,53,1,12,1,2,5,2,1,1,1,4,1,1,4,11
20191185905,8,1,2,2,2,4,4,-1,-1,2,5,2,2,1,2,1,1,1,2,2,2,3,2,1,2,3,2,1,2,6,-1,-1,-1,-1,-1,-1,2,1,1,1,2,1,2,4,2,2,1,7,2008,1,2,3,2,1,1,1,1,30,12,41,1,8,1,1,6,2,1,1,0,5,1,1,1,42
20191185914,6,1,1,1,1,4,4,-1,-1,2,1,1,2,1,1,1,2,1,1,2,2,5,1,1,1,1,2,1,2,3,4,1,1,1,4,2,2,2,1,2,1,2,2,1,1,2,2,9,2009,2,2,6,1,1,2,1,5,-1,0,47,1,9,1,3,5,2,1,1,3,5,1,1,4,22
